OID_,Quadrat,Tag,Species,DBH,local_x,local_y,Code,ScientificName,CommonName,Family,Type,ln,wd,stake_x,stake_y,global_x,global_y,global_y_neg,global_x_neg,N18UTMFrom0313E,N18UTMFrom0313N,Land_use
6649,411,5408,ACESAC,6,13.337,4.786,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,80,220,93.337,224.786,-224.786,-93.337,721542.9525,4846023.156,Pasture1973
6650,411,5409,PINSTR,25.1,13.214,5.357,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,80,220,93.214,225.357,-225.357,-93.214,721543.5081,4846023.33,Pasture1973
6651,411,5410,ACERUB,7.7,13.378,5.684,,Acer rubrum,Red Maple,Sapindaceae,DECIDUOUS,20,20,80,220,93.378,225.684,-225.684,-93.378,721543.8531,4846023.189,Pasture1973
6652,411,5411,FRAAME,20.3,13.541,6.092,,Fraxinus americana,White Ash,Oleaceae,DECIDUOUS,20,20,80,220,93.541,226.092,-226.092,-93.541,721544.2788,4846023.055,Pasture1973
6653,411,5412,PINSTR,2,10.194,3.112,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,80,220,90.194,223.112,-223.112,-90.194,721540.9225,4846026.255,Pasture1973
6654,411,5413,PINSTR,3,10.398,3.765,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,80,220,90.398,223.765,-223.765,-90.398,721541.5973,4846026.1,Pasture1973
6655,412,4796,ACERUB,20.4,11.386,10.623,,Acer rubrum,Red Maple,Sapindaceae,DECIDUOUS,20,20,80,240,91.386,250.623,-250.623,-91.386,721568.5044,4846027.333,Pasture1973
6656,412,4798,ACERUB,31.8,11.928,10.929,,Acer rubrum,Red Maple,Sapindaceae,DECIDUOUS,20,20,80,240,91.928,250.929,-250.929,-91.928,721568.8718,4846026.8,Managed Forest
6657,412,5643,FRANIG,7.4,17.829,1.992,,Fraxinus nigra,Black ash,Oleaceae,DECIDUOUS,20,20,80,240,97.829,241.992,-241.992,-97.829,721560.6321,4846019.968,Pasture1973
6658,412,5644,CARCOR,2.3,16.463,1.121,,Carya cordiformis,Bitternut Hickory,Juglandaceae,DECIDUOUS,20,20,80,240,96.463,241.121,-241.121,-96.463,721559.6067,4846021.303,Pasture1973
6659,412,5645,FRAAME,17.1,15.339,3.611,,Fraxinus americana,White Ash,Oleaceae,DECIDUOUS,20,20,80,240,95.339,243.611,-243.611,-95.339,721561.962,4846022.67,Pasture1973
6660,412,5646,PINSTR,10.5,14.293,2.845,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,80,240,94.293,242.845,-242.845,-94.293,721561.078,4846023.684,Pasture1973
6661,412,5647,FRAAME,14,13.517,2.079,,Fraxinus americana,White Ash,Oleaceae,DECIDUOUS,20,20,80,240,93.517,242.079,-242.079,-93.517,721560.2249,4846024.42,Pasture1973
6662,412,5648,FRANIG,5,12.548,2.27,,Fraxinus nigra,Black ash,Oleaceae,DECIDUOUS,20,20,80,240,92.548,242.27,-242.27,-92.548,721560.3045,4846025.435,Pasture1973
6663,412,5649,CARCOR,8,10.339,4.454,,Carya cordiformis,Bitternut Hickory,Juglandaceae,DECIDUOUS,20,20,80,240,90.339,244.454,-244.454,-90.339,721562.2302,4846027.895,Pasture1973
6664,412,5650,FRAAME,24.9,11.037,5.565,,Fraxinus americana,White Ash,Oleaceae,DECIDUOUS,20,20,80,240,91.037,245.565,-245.565,-91.037,721563.4185,4846027.268,Pasture1973
6665,412,5651,ACERUB,7.2,11.192,6.523,,Acer rubrum,Red Maple,Sapindaceae,DECIDUOUS,20,20,80,240,91.192,246.523,-246.523,-91.192,721564.392,4846027.189,Pasture1973
6666,412,5652,TILAME,21,11.424,7.864,,Tilia americana,Basswood,Malvaceae,DECIDUOUS,20,20,80,240,91.424,247.864,-247.864,-91.424,721565.7564,4846027.062,Pasture1973
6667,412,5653,ACERUB,7.1,10.533,7.826,,Acer rubrum,Red Maple,Sapindaceae,DECIDUOUS,20,20,80,240,90.533,247.826,-247.826,-90.533,721565.6164,4846027.978,Pasture1973
6668,412,5654,CARCAR,5.8,10.998,9.856,,Carpinus caroliniana,Musclewood,Betulaceae,DECIDUOUS,20,20,80,240,90.998,249.856,-249.856,-90.998,721567.6948,4846027.668,Pasture1973
6669,412,5655,CARCOR,2,12.626,8.86,,Carya cordiformis,Bitternut Hickory,Juglandaceae,DECIDUOUS,20,20,80,240,92.626,248.86,-248.86,-92.626,721566.8877,4846025.907,Pasture1973
6670,412,5656,FRAAME,20.4,14.913,8.937,,Fraxinus americana,White Ash,Oleaceae,DECIDUOUS,20,20,80,240,94.913,248.937,-248.937,-94.913,721567.2265,4846023.556,Managed Forest
6671,412,5657,ACESAC,8.3,16.773,8.898,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,80,240,96.773,248.898,-248.898,-96.773,721567.4007,4846021.635,Managed Forest
6672,412,5658,ACESAC,7.5,18.944,9.971,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,80,240,98.944,249.971,-249.971,-98.944,721568.7198,4846019.487,Managed Forest
6673,412,5659,FRAAME,16.2,16.851,7.711,,Fraxinus americana,White Ash,Oleaceae,DECIDUOUS,20,20,80,240,96.851,247.711,-247.711,-96.851,721566.2255,4846021.455,Managed Forest
6674,412,5660,ACERUB,6,14.641,7.443,,Acer rubrum,Red Maple,Sapindaceae,DECIDUOUS,20,20,80,240,94.641,247.443,-247.443,-94.641,721565.7049,4846023.711,Pasture1973
6675,412,5661,POPTRE,15.6,13.866,6.715,,Populus tremuloides,Quaking aspen,Salicaceae,DECIDUOUS,20,20,80,240,93.866,246.715,-246.715,-93.866,721564.8899,4846024.449,Pasture1973
6676,412,5662,PRUSER,7,18.052,4.377,,Prunus serotina,Black cherry,Rosaceae,DECIDUOUS,20,20,80,240,98.052,244.377,-244.377,-98.052,721563.037,4846019.938,Managed Forest
6677,412,5663,PINSTR,19.2,19.68,2.653,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,80,240,99.68,242.653,-242.653,-99.68,721561.5036,4846018.115,Managed Forest
6678,412,5664,OSTVIR,1.4,18.944,1.964,,Ostrya virginiana,Hophornbeam,Betulaceae,DECIDUOUS,20,20,80,240,98.944,241.964,-241.964,-98.944,721560.7319,4846018.816,Pasture1973
6679,412,5665,FAGGRA,17.5,7.471,0.776,,Fagus grandifolia,Beech,Fagaceae,DECIDUOUS,20,20,80,240,87.471,240.776,-240.776,-87.471,721558.2324,4846030.543,Pasture1973
6680,412,5666,POPTRE,31.5,8.052,1.389,,Populus tremuloides,Quaking aspen,Salicaceae,DECIDUOUS,20,20,80,240,88.052,241.389,-241.389,-88.052,721558.9105,4846029.995,Pasture1973
6681,412,5667,POPTRE,16.3,7.006,1.351,,Populus tremuloides,Quaking aspen,Salicaceae,DECIDUOUS,20,20,80,240,87.006,241.351,-241.351,-87.006,721558.7527,4846031.07,Pasture1973
6682,412,5668,ACERUB,6,7.355,2.002,,Acer rubrum,Red Maple,Sapindaceae,DECIDUOUS,20,20,80,240,87.355,242.002,-242.002,-87.355,721559.4422,4846030.765,Pasture1973
6683,412,5669,FAGGRA,3.2,6.657,2.615,,Fagus grandifolia,Beech,Fagaceae,DECIDUOUS,20,20,80,240,86.657,242.615,-242.615,-86.657,721559.9737,4846031.536,Pasture1973
6684,412,5670,FAGGRA,8.3,6.076,3.266,,Fagus grandifolia,Beech,Fagaceae,DECIDUOUS,20,20,80,240,86.076,243.266,-243.266,-86.076,721560.5566,4846032.19,Pasture1973
6685,412,5671,PINSTR,1.6,1.967,1.772,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,80,240,81.967,241.772,-241.772,-81.967,721558.5955,4846036.3,Pasture1973
6686,412,5672,FRAAME,22.9,9.293,2.193,,Fraxinus americana,White Ash,Oleaceae,DECIDUOUS,20,20,80,240,89.293,242.193,-242.193,-89.293,721559.8547,4846028.784,Pasture1973
6687,412,5673,POPTRE,26,8.634,3.879,,Populus tremuloides,Quaking aspen,Salicaceae,DECIDUOUS,20,20,80,240,88.634,243.879,-243.879,-88.634,721561.4612,4846029.604,Pasture1973
6688,412,5674,QUERUB,19.5,8.091,3.458,,Quercus rubra,Red oak,Fagaceae,DECIDUOUS,20,20,80,240,88.091,243.458,-243.458,-88.091,721560.979,4846030.129,Pasture1973
6689,412,5675,ACERUB,4.7,9.797,6.638,,Acer rubrum,Red Maple,Sapindaceae,DECIDUOUS,20,20,80,240,89.797,246.638,-246.638,-89.797,721564.3469,4846028.637,Pasture1973
6690,412,5676,ACESAC,3.8,8.324,7.021,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,80,240,88.324,247.021,-247.021,-88.324,721564.5602,4846030.187,Pasture1973
6691,412,5677,FAGGRA,21.2,7.006,6.408,,Fagus grandifolia,Beech,Fagaceae,DECIDUOUS,20,20,80,240,87.006,246.408,-246.408,-87.006,721563.7977,4846031.494,Pasture1973
6692,412,5678,FAGGRA,26.7,6.812,6.14,,Fagus grandifolia,Beech,Fagaceae,DECIDUOUS,20,20,80,240,86.812,246.14,-246.14,-86.812,721563.5081,4846031.672,Pasture1973
6693,412,5679,ACERUB,5.8,6.463,5.297,,Acer rubrum,Red Maple,Sapindaceae,DECIDUOUS,20,20,80,240,86.463,245.297,-245.297,-86.463,721562.6271,4846031.961,Pasture1973
6694,412,5680,PINSTR,1.2,2.665,9.741,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,80,240,82.665,249.741,-249.741,-82.665,721566.6254,4846036.248,Pasture1973
6695,412,5681,PINSTR,1.4,8.983,15.872,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,80,240,88.983,255.872,-255.872,-88.983,721573.4656,4846030.25,Managed Forest
6696,412,5682,PINSTR,4,10.339,13.534,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,80,240,90.339,253.534,-253.534,-90.339,721571.2885,4846028.656,Managed Forest
6697,412,5683,PINSTR,1.9,8.246,11.657,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,80,240,88.246,251.657,-251.657,-88.246,721569.1762,4846030.656,Pasture1973
6698,412,5684,PINSTR,3,5.378,13.113,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,80,240,85.378,253.113,-253.113,-85.378,721570.3002,4846033.735,Pasture1973
6699,412,5685,PINSTR,2.1,4.719,13.649,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,80,240,84.719,253.649,-253.649,-84.719,721570.7594,4846034.459,Pasture1973
6700,412,5686,PINSTR,2.3,3.75,12.423,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,80,240,83.75,252.423,-252.423,-83.75,721569.4253,4846035.355,Pasture1973
6701,412,5687,PINSTR,1.8,4.486,10.891,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,80,240,84.486,250.891,-250.891,-84.486,721567.9813,4846034.468,Pasture1973
6702,412,5688,PINSTR,1.4,5.417,10.929,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,80,240,85.417,250.929,-250.929,-85.417,721568.1259,4846033.511,Pasture1973
6703,412,5689,FRAAME,13.7,0.843,15.718,,Fraxinus americana,White Ash,Oleaceae,DECIDUOUS,20,20,80,240,80.843,255.718,-255.718,-80.843,721572.3794,4846038.628,Managed Forest
6704,412,5690,QUERUB,9,2.2,14.569,,Quercus rubra,Red oak,Fagaceae,DECIDUOUS,20,20,80,240,82.2,254.569,-254.569,-82.2,721571.3886,4846037.132,Pasture1973
6705,412,05691-1,PINSTR,1.5,15,18,M,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,80,240,83.014,253.918,-253.918,-83.014,721570.8324,4846036.239,Pasture1973
6706,412,5692,PINSTR,1.2,12.316,15.91,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,80,240,92.316,255.91,-255.91,-92.316,721573.8854,4846026.817,Managed Forest
6707,412,5693,PINSTR,5.6,12.393,14.071,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,80,240,92.393,254.071,-254.071,-92.393,721572.0596,4846026.584,Managed Forest
6708,412,5694,PINSTR,24.6,17.936,14.109,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,80,240,97.936,254.109,-254.109,-97.936,721572.7325,4846020.873,Managed Forest
6709,412,5695,PINSTR,6.5,19.138,12.692,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,80,240,99.138,252.692,-252.692,-99.138,721571.4566,4846019.515,Managed Forest
6710,412,5696,ACESAC,8.5,15.649,13.496,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,80,240,95.649,253.496,-253.496,-95.649,721571.859,4846023.179,Managed Forest
6711,412,5697,ACESAC,2.6,15.882,12.692,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,80,240,95.882,252.692,-252.692,-95.882,721571.0836,4846022.872,Managed Forest
6712,412,5698,FRAAME,21.4,16.308,12.73,,Fraxinus americana,White Ash,Oleaceae,DECIDUOUS,20,20,80,240,96.308,252.73,-252.73,-96.308,721571.1703,4846022.436,Managed Forest
6713,412,5699,FRAAME,9.9,16.541,11.121,,Fraxinus americana,White Ash,Oleaceae,DECIDUOUS,20,20,80,240,96.541,251.121,-251.121,-96.541,721569.5918,4846022.061,Managed Forest
6714,412,5700,ACESAC,7.9,11.618,11.236,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,80,240,91.618,251.236,-251.236,-91.618,721569.1425,4846027.145,Managed Forest
6715,412,05659-2,FRAAME,10.7,16.851,7.711,M,Fraxinus americana,White Ash,Oleaceae,DECIDUOUS,20,20,80,240,96.851,247.711,-247.711,-96.851,721566.2255,4846021.455,Managed Forest
6716,412,05691-2,PINSTR,1.4,15,18,M,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,80,240,83.014,253.918,-253.918,-83.014,721570.8324,4846036.239,Pasture1973
6717,413,5414,PINSTR,3,2.222,1.528,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,80,260,82.222,261.528,-261.528,-82.222,721578.3336,4846037.693,Managed Forest
6718,413,5415,FRAALN,2.2,1.562,4.734,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,80,260,81.562,264.734,-264.734,-81.562,721581.4563,4846038.642,Managed Forest
6719,413,5416,FRAALN,2.6,3.044,5.66,,Frangula alnus,Alder buckthorn,Rhamnaceae,DECIDUOUS,20,20,80,260,83.044,265.66,-265.66,-83.044,721582.5499,4846037.192,Managed Forest
6720,413,5417,ACESAC,68.1,5.081,5.706,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,80,260,85.081,265.706,-265.706,-85.081,721582.8291,4846035.096,Managed Forest
6721,413,5418,PINSTR,43.4,7.118,7.743,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,80,260,87.118,267.743,-267.743,-87.118,721585.0946,4846033.167,Managed Forest
6722,413,5419,TSUCAN,25.7,6.933,8.947,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,80,260,86.933,268.947,-268.947,-86.933,721586.2746,4846033.459,Managed Forest
6723,413,5420,PINSTR,41.4,10.035,8.16,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,80,260,90.035,268.16,-268.16,-90.035,721585.8448,4846030.195,Managed Forest
6724,413,5421,TSUCAN,18.3,6.192,5.197,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,80,260,86.192,265.197,-265.197,-86.192,721582.4486,4846033.908,Managed Forest
6725,413,5422,FRAAME,3.5,6.748,4.271,,Fraxinus americana,White Ash,Oleaceae,DECIDUOUS,20,20,80,260,86.748,264.271,-264.271,-86.748,721581.5885,4846033.258,Managed Forest
6726,413,5423,FRAAME,5.9,8.97,2.697,,Fraxinus americana,White Ash,Oleaceae,DECIDUOUS,20,20,80,260,88.97,262.697,-262.697,-88.97,721580.2729,4846030.835,Managed Forest
6727,413,5424,PINSTR,26.4,8.6,10.613,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,80,260,88.6,270.613,-270.613,-88.6,721588.1276,4846031.88,Managed Forest
6728,413,5425,PINSTR,70.6,4.062,12.975,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,80,260,84.062,272.975,-272.975,-84.062,721589.9641,4846036.756,Managed Forest
6729,413,5426,FAGGRA,15.6,3.414,12.65,,Fagus grandifolia,Beech,Fagaceae,DECIDUOUS,20,20,80,260,83.414,272.65,-272.65,-83.414,721589.5656,4846037.397,Managed Forest
6730,413,5427,TILAME,17.4,2.257,16.817,,Tilia americana,Basswood,Malvaceae,DECIDUOUS,20,20,80,260,82.257,276.817,-276.817,-82.257,721593.5901,4846038.939,Managed/CutRegrowth
6731,413,5428,CARCAR,9.4,4.016,16.817,,Carpinus caroliniana,Musclewood,Betulaceae,DECIDUOUS,20,20,80,260,84.016,276.817,-276.817,-84.016,721593.7916,4846037.126,Managed/CutRegrowth
6732,413,5429,TSUCAN,24.9,6.331,17.095,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,80,260,86.331,277.095,-277.095,-86.331,721594.3342,4846034.763,Managed Forest
6733,413,5430,CARCAR,7.2,6.146,18.715,,Carpinus caroliniana,Musclewood,Betulaceae,DECIDUOUS,20,20,80,260,86.146,278.715,-278.715,-86.146,721595.9291,4846035.089,Managed Forest
6734,413,5431,TSUCAN,9.3,9.155,19.456,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,80,260,89.155,279.456,-279.456,-89.155,721597.0131,4846032.049,Managed Forest
6735,413,5432,PINSTR,51.2,9.479,15.706,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,80,260,89.479,275.706,-275.706,-89.479,721593.3091,4846031.401,Managed Forest
6736,413,5433,TSUCAN,15.7,8.924,16.03,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,80,260,88.924,276.03,-276.03,-88.924,721593.5688,4846032,Managed Forest
6737,413,5434,FAGGRA,4.4,8.229,12.28,,Fagus grandifolia,Beech,Fagaceae,DECIDUOUS,20,20,80,260,88.229,272.28,-272.28,-88.229,721589.7481,4846032.402,Managed Forest
6738,413,5435,ACEPEN,19.2,12.535,15.752,,Acer pensylvanicum,Striped maple,Sapindaceae,DECIDUOUS,20,20,80,260,92.535,275.752,-275.752,-92.535,721593.7051,4846028.255,Managed Forest
6739,413,5436,FAGGRA,6,11.609,16.123,,Fagus grandifolia,Beech,Fagaceae,DECIDUOUS,20,20,80,260,91.609,276.123,-276.123,-91.609,721593.9692,4846029.24,Managed Forest
6740,413,5437,FAGGRA,3.7,11.748,12.141,,Fagus grandifolia,Beech,Fagaceae,DECIDUOUS,20,20,80,260,91.748,272.141,-272.141,-91.748,721590.0126,4846028.763,Managed Forest
6741,413,5438,TSUCAN,30.7,11.238,19.363,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,80,260,91.238,279.363,-279.363,-91.238,721597.1589,4846029.895,Managed Forest
6742,413,5439,PINSTR,129,18.09,18.993,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,80,260,98.09,278.993,-278.993,-98.09,721597.5748,4846022.8,Managed/CutRegrowth
6743,413,5440,TSUCAN,23.7,15.359,11.632,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,80,260,95.359,271.632,-271.632,-95.359,721589.9185,4846024.998,Managed Forest
6744,413,5441,FRAAME,6.3,13.97,10.289,,Fraxinus americana,White Ash,Oleaceae,DECIDUOUS,20,20,80,260,93.97,270.289,-270.289,-93.97,721588.4196,4846026.318,Managed Forest
6745,413,5442,PINSTR,22.3,13.044,10.475,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,80,260,93.044,270.475,-270.475,-93.044,721588.499,4846027.288,Managed Forest
6746,413,5443,FAGGRA,10.6,12.812,9.734,,Fagus grandifolia,Beech,Fagaceae,DECIDUOUS,20,20,80,260,92.812,269.734,-269.734,-92.812,721587.7332,4846027.465,Managed Forest
6747,413,5444,TSUCAN,7.5,15.127,9.734,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,80,260,95.127,269.734,-269.734,-95.127,721587.9984,4846025.079,Managed Forest
6748,413,5445,PINSTR,35.9,11.609,8.854,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,80,260,91.609,268.854,-268.854,-91.609,721586.7175,4846028.631,Managed Forest
6749,413,5446,PINSTR,37,15.405,8.391,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,80,260,95.405,268.391,-268.391,-95.405,721586.6905,4846024.679,Managed Forest
6750,413,5447,FAGGRA,19.5,15.544,7.095,,Fagus grandifolia,Beech,Fagaceae,DECIDUOUS,20,20,80,260,95.544,267.095,-267.095,-95.544,721585.4135,4846024.427,Managed Forest
6751,413,5448,TSUCAN,22.4,15.035,5.799,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,80,260,95.035,265.799,-265.799,-95.035,721584.0623,4846024.843,Managed Forest
6752,413,5449,OSTVIR,8.9,12.257,8.067,,Ostrya virginiana,Hophornbeam,Betulaceae,DECIDUOUS,20,20,80,260,92.257,268.067,-268.067,-92.257,721586.0066,4846027.897,Managed Forest
6753,413,5450,PINSTR,29.7,14.479,5.243,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,80,260,94.479,265.243,-265.243,-94.479,721583.4439,4846025.37,Managed Forest
6754,413,5451,FRAAME,5.1,12.998,4.317,,Fraxinus americana,White Ash,Oleaceae,DECIDUOUS,20,20,80,260,92.998,264.317,-264.317,-92.998,721582.3504,4846026.819,Managed Forest
6755,413,5452,TSUCAN,6.9,12.581,3.623,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,80,260,92.581,263.623,-263.623,-92.581,721581.6103,4846027.191,Managed Forest
6756,413,5453,TSUCAN,2.6,11.609,4.595,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,80,260,91.609,264.595,-264.595,-91.609,721582.4687,4846028.274,Managed Forest
6757,413,5454,FAGGRA,18.4,11.933,4.919,,Fagus grandifolia,Beech,Fagaceae,DECIDUOUS,20,20,80,260,91.933,264.919,-264.919,-91.933,721582.829,4846027.967,Managed Forest
6758,413,5455,PINSTR,51.8,11.979,5.567,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,80,260,91.979,265.567,-265.567,-91.979,721583.4807,4846027.974,Managed Forest
6759,413,5456,FRAAME,6.2,11.331,0.845,,Fraxinus americana,White Ash,Oleaceae,DECIDUOUS,20,20,80,260,91.331,260.845,-260.845,-91.331,721578.6958,4846028.246,Managed Forest
6760,413,5457,TSUCAN,22,11.748,1.03,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,80,260,91.748,261.03,-261.03,-91.748,721578.9281,4846027.832,Managed Forest
6761,413,5458,FRAAME,3.5,12.951,1.493,,Fraxinus americana,White Ash,Oleaceae,DECIDUOUS,20,20,80,260,92.951,261.493,-261.493,-92.951,721579.5278,4846026.631,Managed Forest
6762,413,5459,FAGGRA,15.9,13.877,2.095,,Fagus grandifolia,Beech,Fagaceae,DECIDUOUS,20,20,80,260,93.877,262.095,-262.095,-93.877,721580.2344,4846025.727,Managed Forest
6763,413,5460,FRAAME,10.7,13.738,3.067,,Fraxinus americana,White Ash,Oleaceae,DECIDUOUS,20,20,80,260,93.738,263.067,-263.067,-93.738,721581.1882,4846025.951,Managed Forest
6764,413,5461,PINSTR,26.3,13.507,3.484,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,80,260,93.507,263.484,-263.484,-93.507,721581.5777,4846026.224,Managed Forest
6765,413,5462,FRAAME,6,14.525,0.382,,Fraxinus americana,White Ash,Oleaceae,DECIDUOUS,20,20,80,260,94.525,260.382,-260.382,-94.525,721578.5998,4846024.915,Managed Forest
6766,413,5463,PINSTR,21.5,15.961,5.289,,Pinus strobus,White Pine,Pinaceae,CONIFER,20,20,80,260,95.961,265.289,-265.289,-95.961,721583.6596,4846023.846,Managed Forest
6767,414,3796,TSUCAN,12.9,5.943,1.837,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,80,280,85.943,281.837,-281.837,-85.943,721599.0204,4846035.56,Managed/CutRegrowth
6768,414,3797,TSUCAN,13.7,6.383,2.908,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,80,280,86.383,282.908,-282.908,-86.383,721600.1393,4846035.196,Managed/CutRegrowth
6769,414,3798,TSUCAN,15.7,6.137,3.888,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,80,280,86.137,283.888,-283.888,-86.137,721601.0888,4846035.532,Managed/CutRegrowth
6770,414,3799,TSUCAN,12.6,7.531,2.541,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,80,280,87.531,282.541,-282.541,-87.531,721599.9047,4846033.982,Managed/CutRegrowth
6771,414,3800,TSUCAN,8.2,3.76,3.276,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,80,280,83.76,283.276,-283.276,-83.76,721600.2059,4846037.931,Managed/CutRegrowth
6772,414,4593,TSUCAN,8.2,3.514,5.602,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,80,280,83.514,285.602,-285.602,-83.514,721602.4982,4846038.379,Managed/CutRegrowth
6773,414,4594,ACESAC,6.6,3.965,4.5,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,80,280,83.965,284.5,-284.5,-83.965,721601.4505,4846037.822,Managed/CutRegrowth
6774,414,4595,TSUCAN,14.4,2.285,6.827,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,80,280,82.285,286.827,-286.827,-82.285,721603.5795,4846039.749,Managed/CutRegrowth
6775,414,4596,FAGGRA,17.9,2.49,2.99,,Fagus grandifolia,Beech,Fagaceae,DECIDUOUS,20,20,80,280,82.49,282.99,-282.99,-82.49,721599.7751,4846039.216,Managed/CutRegrowth
6776,414,4597,CARCAR,5.3,6.178,6.827,,Carpinus caroliniana,Musclewood,Betulaceae,DECIDUOUS,20,20,80,280,86.178,286.827,-286.827,-86.178,721604.0255,4846035.736,Managed/CutRegrowth
6777,414,4598,ACESAC,37,1.178,10.01,,Acer saccharum,Sugar Maple,Sapindaceae,DECIDUOUS,20,20,80,280,81.178,290.01,-290.01,-81.178,721606.628,4846041.157,Managed/CutRegrowth
6778,414,4599,FAGGRA,4.9,9.375,8.173,,Fagus grandifolia,Beech,Fagaceae,DECIDUOUS,20,20,80,280,89.375,288.173,-288.173,-89.375,721605.7345,4846032.553,Managed/CutRegrowth
6779,414,4600,TSUCAN,8.6,8.842,6.582,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,80,280,88.842,286.582,-286.582,-88.842,721604.0862,4846032.969,Managed/CutRegrowth
6780,414,4885,TSUCAN,7.5,9.252,6.214,,Tsuga candanensis,Eastern hemlock,Pinaceae,CONIFER,20,20,80,280,89.252,286.214,-286.214,-89.252,721603.7661,4846032.516,Managed/CutRegrowth
